tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
29,30.55,31,1,4,0,False,False,True,False,False,False,False,False,0.0043738065,Low Risk
3,79.06,33,5,4,6,False,True,False,False,False,False,False,True,0.44923735,Medium Risk
16,20.39,5,1,3,12,False,False,True,True,False,True,False,False,0.05902888,Low Risk
7,27.39,17,1,5,9,False,False,False,False,True,True,False,False,0.018351538,Low Risk
2,50.43,26,4,4,56,False,True,True,False,False,False,True,False,0.9925277,High Risk
28,57.03,7,4,4,12,False,True,True,True,False,False,True,False,0.026881428,Low Risk
4,78.43,14,1,5,9,False,True,False,False,True,False,False,True,0.044229068,Low Risk
20,66.45,22,0,3,6,False,True,True,False,True,True,False,False,0.046788324,Low Risk
16,67.83,6,9,3,37,False,True,False,True,False,True,False,False,0.9904246,High Risk
1,71.86,48,1,4,5,False,True,False,False,False,True,False,False,0.022736724,Low Risk
9,36.24,23,4,4,48,False,False,False,False,True,True,False,False,0.98504573,High Risk
21,68.37,38,1,1,4,False,True,False,False,False,True,False,False,0.44667757,Medium Risk
1,21.53,3,11,1,28,False,False,False,True,False,True,False,False,0.99897206,High Risk
12,125.89,44,2,4,2,True,False,False,False,False,True,False,False,0.029732376,Low Risk
28,39.18,10,10,1,79,False,False,False,False,True,False,False,True,0.9998952,High Risk
30,53.04,17,4,5,11,False,True,True,False,True,False,False,True,0.013868218,Low Risk
25,63.37,22,3,4,14,False,True,False,False,True,True,False,False,0.10479008,Low Risk
24,69.86,37,1,4,1,False,True,True,False,False,False,False,False,0.003671253,Low Risk
14,72.76,32,2,4,2,False,True,True,False,False,False,False,False,0.006565798,Low Risk
15,51.83,9,1,3,35,False,True,False,True,False,False,False,True,0.83588904,High Risk
22,133.38,26,2,5,0,True,False,True,False,False,False,False,False,0.0030206451,Low Risk
1,32.38,6,4,3,24,False,False,False,True,False,True,False,False,0.95019966,High Risk
17,56.49,11,0,5,8,False,True,True,False,True,False,False,True,0.003748256,Low Risk
3,38.36,16,3,4,20,False,False,True,False,True,True,False,False,0.14856477,Low Risk
33,20.95,7,3,5,33,False,False,False,True,False,False,False,True,0.30342087,Low Risk
20,22.05,34,3,4,0,False,False,True,False,False,False,False,True,0.010212273,Low Risk
3,37.41,49,7,3,2,False,False,False,False,False,False,False,False,0.8474194,High Risk
31,58.16,11,1,3,18,False,True,False,False,True,False,False,True,0.25633895,Low Risk
15,21.93,11,3,2,23,False,False,True,True,False,False,False,False,0.8556034,High Risk
29,34.99,22,6,4,13,False,False,True,False,True,False,False,True,0.058360685,Low Risk
29,23.07,14,3,4,7,False,False,True,False,True,True,False,False,0.012220231,Low Risk
33,38.47,1,1,3,16,False,False,True,True,False,True,False,False,0.050229944,Low Risk
21,50.53,49,0,4,2,False,True,True,False,False,True,False,False,0.0025835754,Low Risk
29,33.76,14,2,4,10,False,False,True,False,True,False,False,False,0.0059350627,Low Risk
11,51.3,17,2,4,12,False,True,False,False,True,False,False,True,0.03828679,Low Risk
31,67.71,31,2,2,4,False,True,True,False,False,False,False,False,0.17389028,Low Risk
8,70.96,36,3,5,5,False,True,True,False,False,False,False,False,0.030683594,Low Risk
25,56.12,2,1,2,35,False,True,True,True,False,False,True,False,0.7325661,High Risk
28,65.83,3,1,5,32,False,True,True,True,False,False,False,False,0.04116339,Low Risk
3,38.18,11,10,2,30,False,False,False,True,False,False,False,True,0.99901927,High Risk
30,58.29,19,1,4,9,False,True,False,False,True,True,False,False,0.024190843,Low Risk
20,75.81,20,5,3,20,False,True,True,False,True,True,False,False,0.3844421,Low Risk
23,36.89,6,11,1,42,False,False,True,True,False,False,False,True,0.99852043,High Risk
12,58.37,46,2,3,2,False,True,True,False,False,False,False,True,0.17937812,Low Risk
9,73.24,40,0,2,2,False,True,True,False,False,False,False,True,0.49069357,Medium Risk
6,55.43,9,4,1,3,False,True,False,False,True,True,False,False,0.946997,High Risk
10,54.05,13,6,2,70,False,True,False,False,True,True,False,False,0.9997507,High Risk
32,22.79,13,2,3,4,False,False,True,False,True,True,False,False,0.05356934,Low Risk
10,61.09,28,2,5,5,False,True,True,False,False,True,False,False,0.014133625,Low Risk
31,67.33,22,9,3,78,False,True,False,False,True,False,False,True,0.99960035,High Risk
32,53.41,17,2,4,9,False,True,True,False,True,False,False,True,0.0059045134,Low Risk
32,110.59,21,2,4,20,True,False,True,False,True,False,False,True,0.0066124448,Low Risk
24,57.52,6,2,5,8,False,True,True,True,False,False,False,False,0.0063231997,Low Risk
4,72.87,21,4,2,63,False,True,False,False,True,True,False,False,0.9997414,High Risk
33,32.79,5,6,5,31,False,False,False,True,False,True,False,False,0.904387,High Risk
12,39.54,20,5,2,64,False,False,True,False,True,True,False,False,0.9996238,High Risk
11,71.68,46,2,4,4,False,True,True,False,False,False,False,True,0.02062909,Low Risk
3,27.95,24,3,2,47,False,False,False,False,False,True,False,False,0.9980342,High Risk
35,27.39,6,0,5,12,False,False,True,True,False,False,False,False,0.003994031,Low Risk
28,65.47,9,1,5,9,False,True,True,False,True,False,True,False,0.0035104672,Low Risk
24,25.16,13,2,5,9,False,False,True,False,True,True,False,False,0.0033504027,Low Risk
1,55.21,21,7,1,54,False,True,False,False,True,False,False,False,0.9994449,High Risk
17,21.19,10,5,5,37,False,False,True,True,False,True,False,False,0.5534659,Medium Risk
6,31.31,21,0,4,17,False,False,False,False,True,True,False,False,0.06371357,Low Risk
3,33.99,1,1,4,45,False,False,True,True,False,False,True,False,0.1296915,Low Risk
32,115.53,8,3,3,12,True,False,True,False,True,False,False,True,0.05954845,Low Risk
33,79.67,12,1,4,10,False,True,True,False,True,False,True,False,0.0036261894,Low Risk
18,60.21,12,2,3,6,False,True,True,False,True,False,False,True,0.043741535,Low Risk
6,20.67,15,0,4,10,False,False,True,False,True,False,True,False,0.016318599,Low Risk
19,35.85,16,3,4,9,False,False,True,False,True,False,False,True,0.012578007,Low Risk
14,55.12,10,3,3,4,False,True,True,False,True,True,False,False,0.08301293,Low Risk
16,39.63,1,3,3,47,False,False,False,True,False,True,False,False,0.9243371,High Risk
13,78.98,41,3,3,6,False,True,True,False,False,False,False,False,0.07136799,Low Risk
22,139.6,23,2,3,0,True,False,True,False,False,False,False,True,0.034033183,Low Risk
5,124.3,47,3,5,3,True,False,False,False,False,True,False,False,0.061776236,Low Risk
23,39.03,47,10,1,80,False,False,False,False,False,True,False,False,0.9999145,High Risk
32,20.02,17,1,5,16,False,False,True,False,True,False,False,True,0.0026608887,Low Risk
24,25.18,22,1,3,17,False,False,True,False,True,False,False,True,0.054835737,Low Risk
26,38.72,3,2,4,25,False,False,True,True,False,True,False,False,0.017642232,Low Risk
14,20.09,39,2,4,1,False,False,False,False,False,True,False,False,0.011501907,Low Risk
15,98.28,43,0,5,5,True,False,True,False,False,False,False,False,0.0028234813,Low Risk
34,21.22,7,1,4,45,False,False,True,True,False,False,True,False,0.044210315,Low Risk
13,73.09,13,2,3,87,False,True,False,False,True,False,False,True,0.999516,High Risk
26,78.01,11,6,4,47,False,True,True,True,False,False,False,False,0.6184835,Medium Risk
5,30.72,7,1,3,36,False,False,False,True,False,False,False,True,0.8812695,High Risk
21,74.4,17,0,5,16,False,True,True,False,True,False,False,False,0.0059510632,Low Risk
25,31.03,10,0,1,78,False,False,False,True,False,True,False,False,0.9985506,High Risk
3,30.78,11,10,2,21,False,False,True,True,False,False,False,False,0.99802387,High Risk
20,27.48,11,2,5,28,False,False,True,True,False,True,False,False,0.016883487,Low Risk
13,72.8,43,5,3,6,False,True,True,False,False,True,False,False,0.17603686,Low Risk
26,27.46,23,4,2,73,False,False,True,False,False,True,False,False,0.9993925,High Risk
1,61.94,31,1,4,2,False,True,False,False,False,True,False,False,0.044940107,Low Risk
18,75.97,29,1,4,6,False,True,True,False,False,False,False,True,0.0043586288,Low Risk
26,39.47,11,1,4,41,False,False,True,True,False,True,False,False,0.04459563,Low Risk
17,39.4,18,2,5,4,False,False,False,False,True,False,False,False,0.014593854,Low Risk
35,147.55,6,0,4,50,True,False,True,True,False,False,False,True,0.01594695,Low Risk
3,56.32,20,1,3,3,False,True,False,False,True,False,False,True,0.28896087,Low Risk
5,73.81,1,4,5,12,False,True,True,True,False,True,False,False,0.14694995,Low Risk
5,31.54,8,8,1,17,False,False,True,True,False,False,True,False,0.9964886,High Risk
33,57.7,19,6,2,20,False,True,False,False,True,True,False,False,0.98385274,High Risk
3,60.03,14,11,1,84,False,True,False,False,True,True,False,False,0.99991155,High Risk
27,79.38,12,2,4,18,False,True,True,False,True,False,False,True,0.0053645885,Low Risk
21,113.91,46,5,4,5,True,False,True,False,False,True,False,False,0.013893126,Low Risk
14,109.23,13,2,3,13,True,False,True,False,True,False,False,True,0.022042427,Low Risk
16,28.89,20,11,3,45,False,False,True,False,True,False,True,False,0.99892765,High Risk
23,50.38,32,4,4,4,False,True,True,False,False,True,False,False,0.018254777,Low Risk
11,63.82,19,0,5,3,False,True,False,False,True,False,False,True,0.023579488,Low Risk
13,57.13,18,10,1,10,False,True,True,False,True,True,False,False,0.99652064,High Risk
34,20.62,3,1,3,28,False,False,True,True,False,False,False,True,0.34777942,Low Risk
34,26.28,42,4,4,4,False,False,True,False,False,True,False,False,0.018535376,Low Risk
1,68.58,11,3,3,57,False,True,False,True,False,True,False,False,0.95909333,High Risk
30,27.31,1,0,4,58,False,False,False,True,False,False,False,True,0.12668571,Low Risk
34,73.47,32,2,2,5,False,True,True,False,False,False,False,True,0.1773237,Low Risk
18,57.94,42,5,3,3,False,True,True,False,False,False,False,True,0.19771889,Low Risk
26,62.19,21,2,2,17,False,True,True,False,True,False,False,False,0.32633665,Low Risk
11,33.39,6,3,1,20,False,False,False,True,False,False,True,False,0.9199745,High Risk
35,28.75,18,10,2,8,False,False,True,False,True,True,False,False,0.99248576,High Risk
11,77.88,14,1,3,52,False,True,False,False,True,True,False,False,0.9883288,High Risk
11,72.37,6,3,3,77,False,True,False,True,False,True,False,False,0.9979342,High Risk
2,72.06,36,3,5,3,False,True,True,False,False,False,False,True,0.0628179,Low Risk
1,50.2,44,1,2,87,False,True,False,False,False,True,False,False,0.9997949,High Risk
19,21.55,11,6,5,11,False,False,False,False,True,True,False,False,0.33697876,Low Risk
6,35.91,7,7,5,73,False,False,False,True,False,False,True,False,0.9987437,High Risk
21,72.8,14,2,3,7,False,True,True,False,True,False,False,False,0.04703527,Low Risk
11,60.2,14,1,4,19,False,True,False,False,True,False,False,False,0.057786748,Low Risk
28,140.54,35,3,2,2,True,False,True,False,False,False,False,True,0.2539921,Low Risk
12,60.02,24,2,5,11,False,True,True,False,True,False,False,True,0.011714779,Low Risk
8,132.58,21,2,4,3,True,False,True,False,True,True,False,False,0.012109338,Low Risk
15,26.5,22,4,4,18,False,False,True,False,True,True,False,False,0.029555164,Low Risk
22,57.78,23,2,4,19,False,True,True,False,True,True,False,False,0.008156511,Low Risk
22,27.67,13,2,4,17,False,False,True,False,True,True,False,False,0.006585743,Low Risk
4,30.71,11,5,2,84,False,False,False,False,True,False,False,True,0.9997253,High Risk
18,29.78,11,5,2,23,False,False,False,True,False,False,False,True,0.97841746,High Risk
20,69.13,23,1,5,10,False,True,True,False,True,True,False,False,0.0039177774,Low Risk
28,58.79,11,0,5,58,False,True,True,True,False,False,False,True,0.046032112,Low Risk
18,77.81,16,1,3,11,False,True,True,False,True,False,False,True,0.03839825,Low Risk
1,25.12,11,5,2,28,False,False,False,True,False,True,False,False,0.99145013,High Risk
16,22.47,8,2,4,40,False,False,True,True,False,False,False,True,0.040854886,Low Risk
28,61.35,23,3,2,0,False,True,False,False,False,True,False,False,0.61776716,Medium Risk
9,33.05,12,1,5,18,False,False,True,False,True,False,False,False,0.022021946,Low Risk
24,55.98,48,3,1,4,False,True,False,False,False,False,False,False,0.59381956,Medium Risk
20,124.62,18,2,4,3,True,False,False,False,True,False,False,False,0.0145243965,Low Risk
14,34.3,14,5,5,10,False,False,True,False,True,False,False,True,0.020848641,Low Risk
10,39.43,24,8,2,15,False,False,True,False,True,True,False,False,0.9946849,High Risk
16,54.17,9,0,2,3,False,True,True,False,True,False,True,False,0.14798273,Low Risk
23,70.57,4,5,1,89,False,True,True,True,False,True,False,False,0.9987306,High Risk
28,72.72,27,5,4,5,False,True,True,False,False,False,True,False,0.026120542,Low Risk
29,50.5,12,5,1,75,False,True,True,False,True,False,True,False,0.9995881,High Risk
14,27.47,16,5,3,10,False,False,True,False,True,True,False,False,0.26387528,Low Risk
13,70.99,32,3,2,75,False,True,True,False,False,True,False,False,0.99959284,High Risk
13,56.63,23,2,3,17,False,True,False,False,True,True,False,False,0.29106942,Low Risk
18,142.18,22,3,4,18,True,False,True,False,True,False,True,False,0.0128194215,Low Risk
4,115.99,43,2,3,1,True,False,False,False,False,True,False,False,0.21822025,Low Risk
12,62.92,21,1,3,3,False,True,False,False,True,False,False,True,0.21875349,Low Risk
17,125.72,23,2,4,4,True,False,True,False,False,False,False,True,0.0036907184,Low Risk
17,54.82,15,2,2,8,False,True,False,False,True,True,False,False,0.37426433,Low Risk
6,53.55,11,2,5,4,False,True,True,False,True,True,False,False,0.018532466,Low Risk
5,72.74,15,2,3,7,False,True,False,False,True,False,False,False,0.3362417,Low Risk
18,138.65,42,1,4,5,True,False,True,False,False,True,False,False,0.0047800764,Low Risk
2,21.68,43,0,5,0,False,False,False,False,False,True,False,False,0.017296521,Low Risk
3,26.07,17,2,4,10,False,False,False,False,True,True,False,False,0.034899272,Low Risk
32,23.65,11,1,4,48,False,False,True,True,False,False,False,True,0.049439542,Low Risk
6,25.05,21,5,2,45,False,False,True,False,True,False,False,True,0.99748397,High Risk
9,100.91,24,9,1,6,True,False,True,False,False,True,False,False,0.98963845,High Risk
6,68.01,18,7,3,17,False,True,True,False,True,True,False,False,0.8835245,High Risk
5,51.64,3,7,4,52,False,True,False,True,False,True,False,False,0.970249,High Risk
14,52.79,22,3,3,6,False,True,False,False,True,True,False,False,0.31031182,Low Risk
6,65.32,1,7,2,16,False,True,True,True,False,True,False,False,0.9782462,High Risk
2,29.53,1,1,4,38,False,False,False,True,False,True,False,False,0.1996027,Low Risk
34,34.67,10,1,4,13,False,False,False,False,True,False,False,True,0.022385767,Low Risk
17,65.54,8,10,3,17,False,True,False,False,True,True,False,False,0.9945168,High Risk
6,69.5,38,3,5,2,False,True,False,False,False,True,False,False,0.049816824,Low Risk
16,35.8,2,1,2,52,False,False,True,True,False,True,False,False,0.6968875,Medium Risk
19,35.72,13,2,4,6,False,False,True,False,True,True,False,False,0.005524424,Low Risk
16,55.21,15,0,5,12,False,True,False,False,True,False,False,False,0.016059363,Low Risk
7,63.73,23,3,1,52,False,True,False,False,True,True,False,False,0.9974954,High Risk
20,146.3,34,3,4,6,True,False,True,False,False,False,False,True,0.007067649,Low Risk
13,39.82,9,0,4,24,False,False,False,True,False,False,False,True,0.076758504,Low Risk
12,30.95,8,11,3,34,False,False,True,True,False,False,False,True,0.99619174,High Risk
22,137.29,28,1,5,3,True,False,True,False,False,False,False,False,0.0024748307,Low Risk
10,71.29,9,1,4,8,False,True,False,True,False,False,False,True,0.040777612,Low Risk
29,58.38,24,4,4,1,False,True,True,False,False,False,False,True,0.022082588,Low Risk
18,94.39,16,1,4,11,True,False,False,False,True,False,True,False,0.017082188,Low Risk
22,31.11,42,0,5,3,False,False,True,False,False,False,True,False,0.004249483,Low Risk
17,97.57,48,2,5,6,True,False,True,False,False,False,False,True,0.0022089626,Low Risk
4,78.18,2,2,2,42,False,True,False,True,False,True,False,False,0.96013004,High Risk
26,69.8,22,8,2,39,False,True,True,False,True,True,False,False,0.9989791,High Risk
29,59.88,24,0,1,13,False,True,True,False,True,True,False,False,0.16787216,Low Risk
13,104.64,35,2,4,0,True,False,True,False,False,False,False,True,0.00579758,Low Risk
23,51.97,14,2,5,13,False,True,True,False,True,True,False,False,0.003387247,Low Risk
17,30.68,6,1,5,16,False,False,True,True,False,True,False,False,0.005217051,Low Risk
25,75.64,49,1,4,2,False,True,False,False,False,False,False,True,0.009626931,Low Risk
20,24.47,14,4,4,13,False,False,False,False,True,False,False,False,0.08259964,Low Risk
15,39.27,15,5,4,15,False,False,True,False,True,True,False,False,0.042050805,Low Risk
9,64.94,22,5,3,42,False,True,False,False,True,True,False,False,0.99579644,High Risk
10,39.55,30,5,5,2,False,False,False,False,False,False,True,False,0.1887609,Low Risk
16,54.53,22,2,5,17,False,True,False,False,True,True,False,False,0.040117525,Low Risk
18,39.75,6,1,3,16,False,False,True,True,False,True,False,False,0.05054883,Low Risk
1,21.87,14,1,5,6,False,False,True,False,True,True,False,False,0.017333502,Low Risk
3,92.61,33,1,5,5,True,False,True,False,False,False,True,False,0.018711299,Low Risk
33,77.15,8,4,4,17,False,True,True,True,False,True,False,False,0.02243343,Low Risk
7,66.28,10,1,5,38,False,True,True,True,False,True,False,False,0.099619895,Low Risk
20,98.45,39,3,5,2,True,False,False,False,False,False,False,True,0.031860817,Low Risk
34,22.13,24,4,5,19,False,False,False,False,True,True,False,False,0.1117426,Low Risk
25,38.16,29,3,5,0,False,False,False,False,False,False,False,True,0.023087727,Low Risk
